	asin	author	author_title	isbn10	isbn13	list_date	num_wks_on_list	rank_last_wk	rank_this_wk	title
20		Michael Connelly	Michael Connelly**THE BRASS VERDICT	0316166294	9780316166294	2008-11-29	0	0	17	THE BRASS VERDICT
21		James Patterson	James Patterson**CROSS COUNTRY	0316018724	9780316018722	2008-11-29	2	1	1	CROSS COUNTRY
22		Glenn Beck with Kevin Balfe and Jason Wright	Glenn Beck with Kevin Balfe and Jason Wright**THE CHRISTMAS SWEATER	141659485X	9781416594857	2008-11-29	3	2	2	THE CHRISTMAS SWEATER
23		Wally Lamb	Wally Lamb**THE HOUR I FIRST BELIEVED	0060393491	9780060393496	2008-11-29	3	4	5	THE HOUR I FIRST BELIEVED
24		P D James	P D James**THE PRIVATE PATIENT	0307270777	9780307270771	2008-11-29	2	3	11	THE PRIVATE PATIENT
25		Stephen King	Stephen King**JUST AFTER SUNSET	1439115303	9781439115305	2008-11-29	3	6	4	JUST AFTER SUNSET
26		Sister Souljah	Sister Souljah**MIDNIGHT	1416545182	9781416545187	2008-11-29	0	0	19	MIDNIGHT
27		Dean Koontz	Dean Koontz**YOUR HEART BELONGS TO ME	0553807137	9780553807134	2008-11-29	1	0	6	YOUR HEART BELONGS TO ME
28		Nelson DeMille	Nelson DeMille**THE GATE HOUSE	0446533424	9780446533423	2008-11-29	5	8	12	THE GATE HOUSE
29		Nicholas Sparks	Nicholas Sparks**THE LUCKY ONE	0446579939	9780446579933	2008-11-29	9	11	9	THE LUCKY ONE
30		Clive Cussler and Dirk Cussler	Clive Cussler and Dirk Cussler**ARCTIC DRIFT	0399155295	9780399155291	2008-11-29	1	0	3	ARCTIC DRIFT
31		Mary Ann Shaffer and Annie Barrows	Mary Ann Shaffer and Annie Barrows**THE GUERNSEY LITERARY AND POTATO PEEL PIE SOCIETY	0385340990	9780385340991	2008-11-29	0	0	18	THE GUERNSEY LITERARY AND POTATO PEEL PIE SOCIETY
32		Mary Higgins Clark and Carol Higgins Clark	Mary Higgins Clark and Carol Higgins Clark**DASHING THROUGH THE SNOW	1439129177	9781439129173	2008-11-29	2	9	14	DASHING THROUGH THE SNOW
33		Toni Morrison	Toni Morrison**A MERCY	0307264238	9780307264237	2008-11-29	3	7	15	A MERCY
34		Jim Butcher	Jim Butcher**PRINCEPS’ FURY	0441016383	9780441016389	2008-11-29	1	0	13	PRINCEPS’ FURY
35		Stephenie Meyer	Stephenie Meyer**THE HOST	0316068047	9780316068048	2008-11-29	29	0	10	THE HOST
36		David Baldacci	David Baldacci**DIVINE JUSTICE	0446195502	9780446195508	2008-11-29	4	5	8	DIVINE JUSTICE
37		David Wroblewski	David Wroblewski**THE STORY OF EDGAR SAWTELLE	0061374229	9780061374227	2008-11-29	25	10	7	THE STORY OF EDGAR SAWTELLE
38		Vince Flynn	Vince Flynn**EXTREME MEASURES	0743270428	9780743270427	2008-11-29	6	12	16	EXTREME MEASURES
39		Kate Jacobs	Kate Jacobs**KNIT TWO	039915583X	9780399155833	2008-11-29	0	0	20	KNIT TWO
40		Tatiana de Rosnay	Tatiana de Rosnay**A SECRET KEPT	0312593317	9780312593315	2010-09-19	1	0	14	A SECRET KEPT
41		James Patterson and Liza Marklund	James Patterson and Liza Marklund**THE POSTCARD KILLERS	0316089516	9780316089517	2010-09-19	5	6	7	THE POSTCARD KILLERS
42		Stieg Larsson	Stieg Larsson**THE GIRL WHO KICKED THE HORNET’S NEST	030726999X	9780307269997	2010-09-19	17	2	4	THE GIRL WHO KICKED THE HORNET’S NEST
43		Emma Donoghue	Emma Donoghue**ROOM	0316098337	9780316098335	2010-09-19	1	0	10	ROOM
44		William Gibson	William Gibson**ZERO HISTORY	0399156828	9780399156823	2010-09-19	2	9	15	ZERO HISTORY
45		Jonathan Franzen	Jonathan Franzen**FREEDOM	0374158460	9780374158460	2010-09-19	3	1	2	FREEDOM
46		Ted Bell	Ted Bell**WARLORD	006185929X	9780061859298	2010-09-19	1	0	9	WARLORD
47		Sherrilyn Kenyon	Sherrilyn Kenyon**NO MERCY	0312546564	9780312546564	2010-09-19	2	3	8	NO MERCY
48		Kathy Reichs	Kathy Reichs**SPIDER BONES	1439102392	9781439102398	2010-09-19	0	0	16	SPIDER BONES
49		Clive Cussler with Grant Blackwood	Clive Cussler with Grant Blackwood**LOST EMPIRE	0399156763	9780399156762	2010-09-19	3	7	11	LOST EMPIRE
50		Christine Feehan	Christine Feehan**DARK PERIL	0425236595	9780425236598	2010-09-19	0	0	17	DARK PERIL
51		Terry McMillan	Terry McMillan**GETTING TO HAPPY	0670022047	9780670022045	2010-09-19	2	4	6	GETTING TO HAPPY
52		Brandon Sanderson	Brandon Sanderson**THE WAY OF KINGS	0765326353	9780765326355	2010-09-19	0	0	20	THE WAY OF KINGS
53		Sara Gruen	Sara Gruen**APE HOUSE	0385523211	9780385523219	2010-09-19	2	8	13	APE HOUSE
54		Jeff Lindsay	Jeff Lindsay**DEXTER IS DELICIOUS	0385532350	9780385532358	2010-09-19	0	0	18	DEXTER IS DELICIOUS
55		Kathryn Stockett	Kathryn Stockett**THE HELP	0399155341	9780399155345	2010-09-19	77	5	5	THE HELP
56		Francine Rivers	Francine Rivers**HER DAUGHTER'S DREAM	1414334095	9781414334097	2010-09-19	1	0	12	HER DAUGHTER'S DREAM
57		Nicholas Sparks	Nicholas Sparks**SAFE HAVEN	044654759X	9780446547598	2010-09-19	1	0	1	SAFE HAVEN
58		Janet Evanovich	Janet Evanovich**WICKED APPETITE	0312652917	9780312652913	2010-09-19	1	0	3	WICKED APPETITE
59		Sandra Brown	Sandra Brown**TOUGH CUSTOMER	1416563105	9781416563105	2010-09-19	0	0	19	TOUGH CUSTOMER
60		Alan Furst	Alan Furst**SPIES OF THE BALKANS	1400066034	9781400066032	2010-06-27	0	0	18	SPIES OF THE BALKANS
61		Stieg Larsson	Stieg Larsson**THE GIRL WHO KICKED THE HORNET’S NEST	030726999X	9780307269997	2010-06-27	5	2	2	THE GIRL WHO KICKED THE HORNET’S NEST
62		Scott Turow	Scott Turow**INNOCENT	0446562424	9780446562423	2010-06-27	0	0	17	INNOCENT
63		Justin Cronin	Justin Cronin**THE PASSAGE	0345504968	9780345504968	2010-06-27	3	4	7	THE PASSAGE
64		Nelson DeMille	Nelson DeMille**THE LION	044658083X	9780446580830	2010-06-27	3	3	5	THE LION
65		Dean Koontz	Dean Koontz**FRANKENSTEIN: LOST SOULS	055380801X	9780553808018	2010-06-27	2	7	9	FRANKENSTEIN: LOST SOULS
66		Charlaine Harris	Charlaine Harris**DEAD IN THE FAMILY	0441018645	9780441018642	2010-06-27	8	13	10	DEAD IN THE FAMILY
67		Dorothea Benton Frank	Dorothea Benton Frank**LOWCOUNTRY SUMMER	0061961175	9780061961175	2010-06-27	2	9	11	LOWCOUNTRY SUMMER
68		Stephen King	Stephen King**BLOCKADE BILLY	1451608217	9781451608212	2010-06-27	0	0	20	BLOCKADE BILLY
69		Karin Slaughter	Karin Slaughter**BROKEN	0385341970	9780385341974	2010-06-27	1	0	14	BROKEN
70		Catherine Coulter	Catherine Coulter**WHIPLASH	0399156534	9780399156533	2010-06-27	2	5	8	WHIPLASH
71		Janet Evanovich	Janet Evanovich**SIZZLING SIXTEEN	0312383304	9780312383305	2010-06-27	1	0	1	SIZZLING SIXTEEN
72		Lee Child	Lee Child**61 HOURS	0385340583	9780385340588	2010-06-27	6	11	15	61 HOURS
73		Glenn Beck	Glenn Beck**THE OVERTON WINDOW	1439184305	9781439184301	2010-06-27	2	1	3	THE OVERTON WINDOW
74		David Weber	David Weber**MISSION OF HONOR	1439133611	9781439133613	2010-06-27	1	0	13	MISSION OF HONOR
75		Danielle Steel	Danielle Steel**FAMILY TIES	0385343167	9780385343169	2010-06-27	1	0	4	FAMILY TIES
76		Kathryn Stockett	Kathryn Stockett**THE HELP	0399155341	9780399155345	2010-06-27	65	6	6	THE HELP
77		Clive Cussler and Justin Scott	Clive Cussler and Justin Scott**THE SPY	0399156437	9780399156434	2010-06-27	4	8	12	THE SPY
78		Eric Van Lustbader	Eric Van Lustbader**THE BOURNE OBJECTIVE	0446539813	9780446539814	2010-06-27	0	0	19	THE BOURNE OBJECTIVE
79		Emily Giffin	Emily Giffin**HEART OF THE MATTER	0312554168	9780312554163	2010-06-27	0	0	16	HEART OF THE MATTER
80		Alan Furst	Alan Furst**SPIES OF THE BALKANS	1400066034	9781400066032	2010-06-20	1	0	10	SPIES OF THE BALKANS
81		Stieg Larsson	Stieg Larsson**THE GIRL WHO KICKED THE HORNET’S NEST	030726999X	9780307269997	2010-06-20	4	1	2	THE GIRL WHO KICKED THE HORNET’S NEST
82		Scott Turow	Scott Turow**INNOCENT	0446562424	9780446562423	2010-06-20	7	10	12	INNOCENT
83		Justin Cronin	Justin Cronin**THE PASSAGE	0345504968	9780345504968	2010-06-20	2	3	4	THE PASSAGE
84		Nelson DeMille	Nelson DeMille**THE LION	044658083X	9780446580830	2010-06-20	2	2	3	THE LION
85		Dean Koontz	Dean Koontz**FRANKENSTEIN: LOST SOULS	055380801X	9780553808018	2010-06-20	1	0	7	FRANKENSTEIN: LOST SOULS
86		Charlaine Harris	Charlaine Harris**DEAD IN THE FAMILY	0441018645	9780441018642	2010-06-20	7	6	13	DEAD IN THE FAMILY
87		Dorothea Benton Frank	Dorothea Benton Frank**LOWCOUNTRY SUMMER	0061961175	9780061961175	2010-06-20	1	0	9	LOWCOUNTRY SUMMER
88		Stephen King	Stephen King**BLOCKADE BILLY	1451608217	9781451608212	2010-06-20	0	0	17	BLOCKADE BILLY
89		Johanna Lindsey	Johanna Lindsey**THAT PERFECT SOMEONE	1439101078	9781439101070	2010-06-20	0	0	18	THAT PERFECT SOMEONE
90		Catherine Coulter	Catherine Coulter**WHIPLASH	0399156534	9780399156533	2010-06-20	1	0	5	WHIPLASH
91		Lee Child	Lee Child**61 HOURS	0385340583	9780385340588	2010-06-20	5	7	11	61 HOURS
92		Glenn Beck	Glenn Beck**THE OVERTON WINDOW	1439184305	9781439184301	2010-06-20	1	0	1	THE OVERTON WINDOW
93		John Sandford	John Sandford**STORM PREY	0399156496	9780399156496	2010-06-20	0	0	16	STORM PREY
94		Eric Van Lustbader	Eric Van Lustbader**THE BOURNE OBJECTIVE	0446539813	9780446539814	2010-06-20	3	14	14	THE BOURNE OBJECTIVE
95		Kathryn Stockett	Kathryn Stockett**THE HELP	0399155341	9780399155345	2010-06-20	64	4	6	THE HELP
96		Clive Cussler and Justin Scott	Clive Cussler and Justin Scott**THE SPY	0399156437	9780399156434	2010-06-20	3	5	8	THE SPY
97		Laurell K Hamilton	Laurell K Hamilton**BULLET	0425234339	9780425234334	2010-06-20	0	0	20	BULLET
98		Emily Giffin	Emily Giffin**HEART OF THE MATTER	0312554168	9780312554163	2010-06-20	0	0	19	HEART OF THE MATTER
99		Bret Easton Ellis	Bret Easton Ellis**IMPERIAL BEDROOMS	0307266109	9780307266101	2010-06-20	1	0	15	IMPERIAL BEDROOMS
100		John Sandford	John Sandford**WICKED PREY	0399155678	9780399155673	2009-05-16	1	0	1	WICKED PREY
101		Elmore Leonard	Elmore Leonard**ROAD DOGS	0061733148	9780061733147	2009-05-16	1	0	13	ROAD DOGS
102		Charlaine Harris	Charlaine Harris**DEAD AND GONE	0441017150	9780441017157	2009-05-16	2	1	3	DEAD AND GONE
103		David Baldacci	David Baldacci**FIRST FAMILY	044654695X	9780446546959	2009-05-16	4	4	5	FIRST FAMILY
104		Debbie Macomber	Debbie Macomber**SUMMER ON BLOSSOM STREET	0778326438	9780778326434	2009-05-16	3	7	12	SUMMER ON BLOSSOM STREET
105		JR Ward	JR Ward**LOVER AVENGED	045122857X	9780451228574	2009-05-16	3	9	14	LOVER AVENGED
106		James Patterson and Maxine Paetro	James Patterson and Maxine Paetro**THE 8TH CONFESSION	0316018767	9780316018760	2009-05-16	3	2	4	THE 8TH CONFESSION
107		Douglas Preston and Lincoln Child	Douglas Preston and Lincoln Child**CEMETERY DANCE	0446580295	9780446580298	2009-05-16	1	0	2	CEMETERY DANCE
108		Robert B Parker	Robert B Parker**BRIMSTONE	0399155716	9780399155710	2009-05-16	0	0	16	BRIMSTONE
109		Stephenie Meyer	Stephenie Meyer**THE HOST	0316068047	9780316068048	2009-05-16	53	8	7	THE HOST
110		Colm Toibin	Colm Toibin**BROOKLYN	1439138311	9781439138311	2009-05-16	0	0	20	BROOKLYN
111		J R R Tolkien	J R R Tolkien**THE LEGEND OF SIGURD AND GUDRUN	0547273428	9780547273426	2009-05-16	0	0	19	THE LEGEND OF SIGURD AND GUDRUN
112		Wilbur Smith	Wilbur Smith**ASSEGAI	0312567243	9780312567248	2009-05-16	1	0	9	ASSEGAI
113		Chuck Palahniuk	Chuck Palahniuk**PYGMY	0385526342	9780385526340	2009-05-16	2	3	6	PYGMY
114		Reif Larsen	Reif Larsen**THE SELECTED WORKS OF T.S. SPIVET	1594202176	9781594202179	2009-05-16	0	0	17	THE SELECTED WORKS OF T.S. SPIVET
115		Mary Higgins Clark	Mary Higgins Clark**JUST TAKE MY HEART	1416570861	9781416570868	2009-05-16	6	6	11	JUST TAKE MY HEART
116		Kathryn Stockett	Kathryn Stockett**THE HELP	0399155341	9780399155345	2009-05-16	0	0	18	THE HELP
117		Alexander McCall Smith	Alexander McCall Smith**TEA TIME FOR THE TRADITIONALLY BUILT	0375424490	9780375424496	2009-05-16	4	5	8	TEA TIME FOR THE TRADITIONALLY BUILT
118		Stuart Woods	Stuart Woods**LOITERING WITH INTENT	0399155783	9780399155789	2009-05-16	4	13	15	LOITERING WITH INTENT
119		John Hart	John Hart**THE LAST CHILD	0312359322	9780312359324	2009-05-16	1	0	10	THE LAST CHILD
120		Julie Garwood	Julie Garwood**FIRE AND ICE	034550075X	9780345500755	2009-01-10	2	5	7	FIRE AND ICE
121		Stephen King	Stephen King**JUST AFTER SUNSET	1439115303	9781439115305	2009-01-10	0	0	20	JUST AFTER SUNSET
122		Glenn Beck with Kevin Balfe and Jason Wright	Glenn Beck with Kevin Balfe and Jason Wright**THE CHRISTMAS SWEATER	141659485X	9781416594857	2009-01-10	9	7	14	THE CHRISTMAS SWEATER
123		Wally Lamb	Wally Lamb**THE HOUR I FIRST BELIEVED	0060393491	9780060393496	2009-01-10	9	9	8	THE HOUR I FIRST BELIEVED
124		Mary Ann Shaffer and Annie Barrows	Mary Ann Shaffer and Annie Barrows**THE GUERNSEY LITERARY AND POTATO PEEL PIE SOCIETY	0385340990	9780385340991	2009-01-10	17	0	10	THE GUERNSEY LITERARY AND POTATO PEEL PIE SOCIETY
125		W E B Griffin	W E B Griffin**BLACK OPS	0399155171	9780399155178	2009-01-10	2	1	3	BLACK OPS
126		James Patterson	James Patterson**CROSS COUNTRY	0316018724	9780316018722	2009-01-10	8	4	6	CROSS COUNTRY
127		Richard North Patterson	Richard North Patterson**ECLIPSE	0805087729	9780805087727	2009-01-10	1	0	9	ECLIPSE
128		Clive Cussler and Dirk Cussler	Clive Cussler and Dirk Cussler**ARCTIC DRIFT	0399155295	9780399155291	2009-01-10	0	0	17	ARCTIC DRIFT
129		Patricia Cornwell	Patricia Cornwell**SCARPETTA	0399155163	9780399155161	2009-01-10	6	2	4	SCARPETTA
130		Jayne Ann Krentz	Jayne Ann Krentz**RUNNING HOT	039915521X	9780399155215	2009-01-10	2	8	12	RUNNING HOT
131		Nicholas Sparks	Nicholas Sparks**THE LUCKY ONE	0446579939	9780446579933	2009-01-10	15	10	16	THE LUCKY ONE
132		Stephenie Meyer	Stephenie Meyer**THE HOST	0316068047	9780316068048	2009-01-10	35	3	2	THE HOST
133		Toni Morrison	Toni Morrison**A MERCY	0307264238	9780307264237	2009-01-10	9	14	13	A MERCY
134		Charlaine Harris	Charlaine Harris**FROM DEAD TO WORSE	0441015891	9780441015894	2009-01-10	3	0	11	FROM DEAD TO WORSE
135		Nelson DeMille	Nelson DeMille**THE GATE HOUSE	0446533424	9780446533423	2009-01-10	0	0	19	THE GATE HOUSE
136		David Baldacci	David Baldacci**DIVINE JUSTICE	0446195502	9780446195508	2009-01-10	10	13	15	DIVINE JUSTICE
137		Janet Evanovich	Janet Evanovich**PLUM SPOOKY	142720599X	9781427205995	2009-01-10	1	0	1	PLUM SPOOKY
138		David Wroblewski	David Wroblewski**THE STORY OF EDGAR SAWTELLE	0061374229	9780061374227	2009-01-10	31	6	5	THE STORY OF EDGAR SAWTELLE
139		Stieg Larsson	Stieg Larsson**THE GIRL WITH THE DRAGON TATTOO	0307269752	9780307269751	2009-01-10	0	0	18	THE GIRL WITH THE DRAGON TATTOO
140		Julie Garwood	Julie Garwood**FIRE AND ICE	034550075X	9780345500755	2009-01-17	3	7	9	FIRE AND ICE
141		Toni Morrison	Toni Morrison**A MERCY	0307264238	9780307264237	2009-01-17	10	13	15	A MERCY
142		Stieg Larsson	Stieg Larsson**THE GIRL WITH THE DRAGON TATTOO	0307269752	9780307269751	2009-01-17	0	0	20	THE GIRL WITH THE DRAGON TATTOO
143		Wally Lamb	Wally Lamb**THE HOUR I FIRST BELIEVED	0060393491	9780060393496	2009-01-17	10	8	10	THE HOUR I FIRST BELIEVED
144		Mary Ann Shaffer and Annie Barrows	Mary Ann Shaffer and Annie Barrows**THE GUERNSEY LITERARY AND POTATO PEEL PIE SOCIETY	0385340990	9780385340991	2009-01-17	18	10	8	THE GUERNSEY LITERARY AND POTATO PEEL PIE SOCIETY
145		Janice Y K Lee	Janice Y K Lee**THE PIANO TEACHER	0670020486	9780670020485	2009-01-17	1	0	11	THE PIANO TEACHER
146		James Patterson	James Patterson**CROSS COUNTRY	0316018724	9780316018722	2009-01-17	9	6	7	CROSS COUNTRY
147		W E B Griffin	W E B Griffin**BLACK OPS	0399155171	9780399155178	2009-01-17	3	3	3	BLACK OPS
148		Patricia Cornwell	Patricia Cornwell**SCARPETTA	0399155163	9780399155161	2009-01-17	7	4	6	SCARPETTA
149		Jayne Ann Krentz	Jayne Ann Krentz**RUNNING HOT	039915521X	9780399155215	2009-01-17	0	0	18	RUNNING HOT
150		Nicholas Sparks	Nicholas Sparks**THE LUCKY ONE	0446579939	9780446579933	2009-01-17	0	0	16	THE LUCKY ONE
151		Clive Cussler and Dirk Cussler	Clive Cussler and Dirk Cussler**ARCTIC DRIFT	0399155295	9780399155291	2009-01-17	0	0	19	ARCTIC DRIFT
152		Richard North Patterson	Richard North Patterson**ECLIPSE	0805087729	9780805087727	2009-01-17	2	9	13	ECLIPSE
153		Stuart Woods	Stuart Woods**MOUNTING FEARS	0399155473	9780399155475	2009-01-17	1	0	4	MOUNTING FEARS
154		Charlaine Harris	Charlaine Harris**FROM DEAD TO WORSE	0441015891	9780441015894	2009-01-17	4	11	12	FROM DEAD TO WORSE
155		Stephenie Meyer	Stephenie Meyer**THE HOST	0316068047	9780316068048	2009-01-17	36	2	2	THE HOST
156		David Baldacci	David Baldacci**DIVINE JUSTICE	0446195502	9780446195508	2009-01-17	0	0	17	DIVINE JUSTICE
157		David Wroblewski	David Wroblewski**THE STORY OF EDGAR SAWTELLE	0061374229	9780061374227	2009-01-17	32	5	5	THE STORY OF EDGAR SAWTELLE
158		Janet Evanovich	Janet Evanovich**PLUM SPOOKY	142720599X	9781427205995	2009-01-17	2	1	1	PLUM SPOOKY
159		Josh Bazell	Josh Bazell**BEAT THE REAPER	0316032220	9780316032223	2009-01-17	1	0	14	BEAT THE REAPER
160		Karen Robards	Karen Robards**SHATTERED	0399156275	9780399156274	2010-04-04	2	9	14	SHATTERED
161		Sarah Blake	Sarah Blake**THE POSTMISTRESS	0399156194	9780399156199	2010-04-04	0	0	20	THE POSTMISTRESS
162		Jonathan Kellerman	Jonathan Kellerman**DECEPTION	0345505670	9780345505675	2010-04-04	1	0	4	DECEPTION
163		Aaron Allston	Aaron Allston**BACKLASH	0345509080	9780345509086	2010-04-04	0	0	19	BACKLASH
164		Cathleen Schine	Cathleen Schine**THE THREE WEISSMANNS OF WESTPORT	0374299048	9780374299040	2010-04-04	0	0	17	THE THREE WEISSMANNS OF WESTPORT
165		Clive Cussler and Jack Du Brul	Clive Cussler and Jack Du Brul**THE SILENT SEA	0399156259	9780399156250	2010-04-04	4	4	7	THE SILENT SEA
166		Christopher Moore	Christopher Moore**BITE ME	0061779725	9780061779725	2010-04-04	2	5	9	BITE ME
167		Harlan Coben	Harlan Coben**CAUGHT	052595158X	9780525951582	2010-04-04	2	1	3	CAUGHT
168		Helen Simonson	Helen Simonson**MAJOR PETTIGREW’S LAST STAND	1400068932	9781400068937	2010-04-04	0	0	18	MAJOR PETTIGREW’S LAST STAND
169		Kathryn Stockett	Kathryn Stockett**THE HELP	0399155341	9780399155345	2010-04-04	53	2	2	THE HELP
170		James Patterson and Michael Ledwidge	James Patterson and Michael Ledwidge**WORST CASE	0316036226	9780316036221	2010-04-04	0	0	16	WORST CASE
171		Ian McEwan	Ian McEwan**SOLAR	0385533411	9780385533416	2010-04-04	1	0	6	SOLAR
172		Lisa Scottoline	Lisa Scottoline**THINK TWICE	0312380755	9780312380755	2010-04-04	3	8	12	THINK TWICE
173		Seth Grahame-Smith	Seth Grahame-Smith**ABRAHAM LINCOLN: VAMPIRE HUNTER	0446563080	9780446563086	2010-04-04	5	6	8	ABRAHAM LINCOLN: VAMPIRE HUNTER
174		Karl Marlantes	Karl Marlantes**MATTERHORN	080211928X	9780802119285	2010-04-04	2	7	10	MATTERHORN
175		Danielle Trussoni	Danielle Trussoni**ANGELOLOGY	0670021474	9780670021475	2010-04-04	4	10	15	ANGELOLOGY
176		Dan Brown	Dan Brown**THE LOST SYMBOL	0385504225	9780385504225	2010-04-04	29	14	13	THE LOST SYMBOL
177		Patricia Briggs	Patricia Briggs**SILVER BORNE	044101819X	9780441018192	2010-04-04	1	0	1	SILVER BORNE
178		Jodi Picoult	Jodi Picoult**HOUSE RULES	0743296435	9780743296434	2010-04-04	5	3	5	HOUSE RULES
179		Lisa Jackson	Lisa Jackson**WITHOUT MERCY	0758225644	9780758225641	2010-04-04	1	0	11	WITHOUT MERCY
180		John Sandford	John Sandford**HEAT LIGHTNING	0399155279	9780399155277	2008-10-04	2	2	4	HEAT LIGHTNING
181		Philippa Gregory	Philippa Gregory**THE OTHER QUEEN	1416549129	9781416549123	2008-10-04	3	6	6	THE OTHER QUEEN
182		Debbie Macomber	Debbie Macomber**A CEDAR COVE CHRISTMAS	0778325911	9780778325918	2008-10-04	1	0	7	A CEDAR COVE CHRISTMAS
183		Brad Meltzer	Brad Meltzer**THE BOOK OF LIES	044657788X	9780446577885	2008-10-04	5	11	16	THE BOOK OF LIES
184		Stieg Larsson	Stieg Larsson**THE GIRL WITH THE DRAGON TATTOO	0307269752	9780307269751	2008-10-04	3	7	10	THE GIRL WITH THE DRAGON TATTOO
185		Stephen Hunter	Stephen Hunter**NIGHT OF THUNDER	1416565116	9781416565116	2008-10-04	0	0	17	NIGHT OF THUNDER
186		Mary Ann Shaffer and Annie Barrows	Mary Ann Shaffer and Annie Barrows**THE GUERNSEY LITERARY AND POTATO PEEL PIE SOCIETY	0385340990	9780385340991	2008-10-04	10	9	12	THE GUERNSEY LITERARY AND POTATO PEEL PIE SOCIETY
187		Dennis Lehane	Dennis Lehane**THE GIVEN DAY	0688163181	9780688163181	2008-10-04	2	3	9	THE GIVEN DAY
188		Neal Stephenson	Neal Stephenson**ANATHEM	0061474096	9780061474095	2008-10-04	4	15	13	ANATHEM
189		Alexander McCall Smith	Alexander McCall Smith**THE COMFORTS OF A MUDDY SATURDAY	0375425136	9780375425134	2008-10-04	0	0	20	THE COMFORTS OF A MUDDY SATURDAY
190		Philip Roth	Philip Roth**INDIGNATION	054705484X	9780547054841	2008-10-04	0	0	19	INDIGNATION
191		Nicholas Sparks	Nicholas Sparks**THE LUCKY ONE	0446579939	9780446579933	2008-10-04	1	0	1	THE LUCKY ONE
192		Stephenie Meyer	Stephenie Meyer**THE HOST	0316068047	9780316068048	2008-10-04	22	10	11	THE HOST
193		Ted Bell	Ted Bell**TSAR	1416550402	9781416550402	2008-10-04	2	8	5	TSAR
194		Curtis Sittenfeld	Curtis Sittenfeld**AMERICAN WIFE	1400064759	9781400064755	2008-10-04	5	12	15	AMERICAN WIFE
195		David Wroblewski	David Wroblewski**THE STORY OF EDGAR SAWTELLE	0061374229	9780061374227	2008-10-04	17	1	2	THE STORY OF EDGAR SAWTELLE
196		Candace Bushnell	Candace Bushnell**ONE FIFTH AVENUE	1401301614	9781401301613	2008-10-04	2	5	3	ONE FIFTH AVENUE
197		Karen Marie Moning	Karen Marie Moning**FAEFEVER	0385341636	9780385341639	2008-10-04	3	13	14	FAEFEVER
198		Stuart Woods	Stuart Woods**HOT MAHOGANY	0399155155	9780399155154	2008-10-04	2	4	8	HOT MAHOGANY
199		Brian Herbert and Kevin J Anderson	Brian Herbert and Kevin J Anderson**PAUL OF DUNE	0765312948	9780765312945	2008-10-04	0	0	18	PAUL OF DUNE
