	asin	author	author_title	isbn10	isbn13	list_date	num_wks_on_list	rank_last_wk	rank_this_wk	title
0	 	Thomas B. Costain	Thomas B. Costain**BELOW THE SALT	038504884X	9780385048842	1958-01-26	18	3	4	BELOW THE SALT
1	B01BH7CLA6	Elizabeth Goudge	Elizabeth Goudge**THE WHITE WITCH	0515041602	9780515041606	1958-01-26	3	7	6	THE WHITE WITCH
2	 	Richard Mason	Richard Mason**THE WORLD OF SUZIE WONG	 	 	1958-01-26	27	15	12	THE WORLD OF SUZIE WONG
3	 	Mary Ellen Chase	Mary Ellen Chase**THE EDGE OF DARKNESS	 	 	1958-01-26	12	9	8	THE EDGE OF DARKNESS
4	B0067F6WWM	James Jones	James Jones**SOME CAME RUNNING	0440182611	9780440182610	1958-01-26	3	4	5	SOME CAME RUNNING
5	 	Paul Gallico	Paul Gallico**THOMASINA	0930330935	9780930330934	1958-01-26	7	13	14	THOMASINA
6	B004P1JFIS	Grace Metalious	Grace Metalious**PEYTON PLACE	1555534007	9781555534004	1958-01-26	72	14	16	PEYTON PLACE
7	 	James Gould Cozzens	James Gould Cozzens**BY LOVE POSSESSED	0786705035	9780786705030	1958-01-26	23	1	1	BY LOVE POSSESSED
8	B003V8B5XO	Ayn Rand	Ayn Rand**ATLAS SHRUGGED	0452011876	9780452011878	1958-01-26	18	6	9	ATLAS SHRUGGED
9	B0035JEPAO	Nevil Shute	Nevil Shute**ON THE BEACH	1842322761	9781842322765	1958-01-26	27	11	15	ON THE BEACH
10		Max Schulman	Max Schulman**RALLY ROUND THE FLAG BOYS!			1958-01-26	24	2	2	RALLY ROUND THE FLAG BOYS!
11	B001UFP4SM	James Agee	James Agee**A DEATH IN THE FAMILY	0375701230	9780375701238	1958-01-26	7	12	13	A DEATH IN THE FAMILY
12	 	Stringfellow Barr	Stringfellow Barr**PURELY ACADEMIC	068566144X	9780685661444	1958-01-26	1	--	11	PURELY ACADEMIC
13	 	Myron S. Kaufmann	Myron S. Kaufmann**REMEMBER ME TO GOD	0451015789	9780451015785	1958-01-26	20	10	10	REMEMBER ME TO GOD
14	 	Taylor Caldwell	Taylor Caldwell**THE SOUND OF THUNDER	0553235206	9780553235203	1958-01-26	16	8	7	THE SOUND OF THUNDER
15	B00699QULE	Robert Traver	Robert Traver**ANATOMY OF A MURDER	0312033567	9780312033569	1958-01-26	3	5	3	ANATOMY OF A MURDER
16	 	Mika Waltari	Mika Waltari**THE EGYPTIAN	 	 	1950-04-30	36	4	5	THE EGYPTIAN
17	B004Z1GBEO	C.S. Forester	C.S. Forester**MR.MIDSHIPMAN HORNBLOWER	0316290602	9780316290609	1950-04-30	7	9	8	MR.MIDSHIPMAN HORNBLOWER
18	 	Robert Wilder	Robert Wilder**WAIT FOR TOMORROW	 	 	1950-04-30	5	7	10	WAIT FOR TOMORROW
19	 	Henry Morton Robinson	Henry Morton Robinson**THE CARDINAL	0671814524	9780671814526	1950-04-30	6	1	1	THE CARDINAL
20	 	Joyce Cary	Joyce Cary**THE HORSE'S MOUTH	0940322196	9780940322196	1950-04-30	14	11	6	THE HORSE'S MOUTH
21	 	Kathleen Winsor	Kathleen Winsor**STAR MONEY	0451008685	9780451008688	1950-04-30	3	5	4	STAR MONEY
22	 	Max Shulman	Max Shulman**SLEEP TILL NOON	 	 	1950-04-30	3	14	13	SLEEP TILL NOON
23	 	John Hersey	John Hersey**THE WALL	0394756967	9780394756967	1950-04-30	10	2	2	THE WALL
24	 	Nelson Algren	Nelson Algren**THE MAN WITH THE GOLDEN ARM	1583220089	9781583220085	1950-04-30	23	16	15	THE MAN WITH THE GOLDEN ARM
25	 	Margaret Kennedy	Margaret Kennedy**THE FEAST	0718208110	9780718208110	1950-04-30	6	6	7	THE FEAST
26	 	Samuel Shellabarger	Samuel Shellabarger**THE KING'S CAVALIER	 	 	1950-04-30	7	12	9	THE KING'S CAVALIER
27	 	Daphne du Maurier	Daphne du Maurier**THE PARASITES	0316253502	9780316253505	1950-04-30	18	8	11	THE PARASITES
28	 	Nelia Gardner White	Nelia Gardner White**THE PINK HOUSE	 	 	1950-04-30	8	--	14	THE PINK HOUSE
29	 	Henry Green	Henry Green**NOTHING	1564782603	9781564782601	1950-04-30	5	10	12	NOTHING
30	B00K04NWL0	Gwen Bristow	Gwen Bristow**JUBILEE TRAIL	1556526016	9781556526015	1950-04-30	12	3	3	JUBILEE TRAIL
31	 	Sholem Asch	Sholem Asch**MARY	0881841412	9780881841411	1950-04-30	29	--	16	MARY
32	 	Edwin O'Connor	Edwin O'Connor**THE LAST HURRAH	0316626597	9780316626590	1956-05-06	13	1	1	THE LAST HURRAH
33	B000FC1GPG	Patrick Dennis	Patrick Dennis**AUNTIE MAME	0767908198	9780767908191	1956-05-06	62	7	6	AUNTIE MAME
34	 	Willi Heinrich	Willi Heinrich**THE CROSS OF IRON	0304352411	9780304352418	1956-05-06	1	--	15	THE CROSS OF IRON
35	 	A.M. Maughan	A.M. Maughan**HARRY OF MONMOUTH	0340026065	9780340026069	1956-05-06	6	12	11	HARRY OF MONMOUTH
36	B009NL76FE	Herman Wouk	Herman Wouk**MARJORIE MORNINGSTAR	0316955132	9780316955133	1956-05-06	36	13	12	MARJORIE MORNINGSTAR
37	B005O7VFF8	Alec Waugh	Alec Waugh**ISLAND IN THE SUN	9997409124	9789997409126	1956-05-06	18	10	13	ISLAND IN THE SUN
38	B00OQSF5XE	MacKinlay Kantor	MacKinlay Kantor**ANDERSONVILLE	0452269563	9780452269569	1956-05-06	29	5	4	ANDERSONVILLE
39	 	Aubrey Menen	Aubrey Menen**THE ABODE OF LOVE	0140123466	9780140123463	1956-05-06	3	14	16	THE ABODE OF LOVE
40	 	Peter De Vries	Peter De Vries**COMFORT ME WITH APPLES	0316181749	9780316181747	1956-05-06	1	--	10	COMFORT ME WITH APPLES
41	B00CLVB9JW	Pearl S. Buck	Pearl S. Buck**IMPERIAL WOMAN	1559210354	9781559210355	1956-05-06	6	2	2	IMPERIAL WOMAN
42	B004JN0FCM	Sloan Wilson	Sloan Wilson**THE MAN IN THE GRAY FLANNEL SUIT	1568582463	9781568582467	1956-05-06	43	8	8	THE MAN IN THE GRAY FLANNEL SUIT
43	B016XE7FCC	Cameron Hawley	Cameron Hawley**CASH McCALL	0892440384	9780892440382	1956-05-06	26	15	14	CASH McCALL
44	B00G3L138I	John O'Hara	John O'Hara**TEN NORTH FREDERICK	0394448146	9780394448145	1956-05-06	24	4	7	TEN NORTH FREDERICK
45	 	Graham Greene	Graham Greene**THE QUIET AMERICAN	0143039024	9780143039020	1956-05-06	9	6	5	THE QUIET AMERICAN
46	 	Santha Rama Rau	Santha Rama Rau**REMEMBER THE HOUSE	006013495X	9780060134952	1956-05-06	2	9	9	REMEMBER THE HOUSE
47	 	Irwin Shaw	Irwin Shaw**LUCY CROWN	 	 	1956-05-06	7	3	3	LUCY CROWN
48	 	Elia Kazan	Elia Kazan**THE ARRANGEMENT	0812810147	9780812810141	1967-11-19	41	6	8	THE ARRANGEMENT
49	B00T5PI5Z8	Ira Levin	Ira Levin**ROSEMARY'S BABY	0451194004	9780451194008	1967-11-19	26	8	7	ROSEMARY'S BABY
50	 	Henry Sutton	Henry Sutton**THE EXHIBITIONIST	8203847080	9788203847080	1967-11-19	1	--	4	THE EXHIBITIONIST
51	 	Catherine Marshall	Catherine Marshall**CHRISTY	0310241634	9780310241638	1967-11-19	5	5	5	CHRISTY
52	 	Mary Stewart	Mary Stewart**THE GABRIEL HOUNDS	0061145394	9780061145391	1967-11-19	10	3	3	THE GABRIEL HOUNDS
53	 	Leon Uris	Leon Uris**TOPAZ	 	 	1967-11-19	10	2	2	TOPAZ
54	B00B06NAAA	William Styron	William Styron**THE CONFESSIONS OF NAT TURNER	0679736638	9780679736639	1967-11-19	7	1	1	THE CONFESSIONS OF NAT TURNER
55	B01BCEPO58	Chaim Potok	Chaim Potok**THE CHOSEN	0449213447	9780449213445	1967-11-19	28	4	6	THE CHOSEN
56	 	Elliott Arnold	Elliott Arnold**A NIGHT OF WATCHING	9997406249	9789997406248	1967-11-19	18	7	9	A NIGHT OF WATCHING
57	 	Robert J. Serling	Robert J. Serling**THE PRESIDENT'S PLANE IS MISSING	0340105267	9780340105269	1967-11-19	2	10	10	THE PRESIDENT'S PLANE IS MISSING
58	 	Elia Kazan	Elia Kazan**THE ARRANGEMENT	0812810147	9780812810141	1967-11-12	40	6	6	THE ARRANGEMENT
59	B00T5PI5Z8	Ira Levin	Ira Levin**ROSEMARY'S BABY	0451194004	9780451194008	1967-11-12	25	7	8	ROSEMARY'S BABY
60	B01BCEPO58	Chaim Potok	Chaim Potok**THE CHOSEN	0449213447	9780449213445	1967-11-12	27	4	4	THE CHOSEN
61	 	Sarah Gainham	Sarah Gainham**NIGHT FALLS ON THE CITY	0030624401	9780030624407	1967-11-12	15	10	9	NIGHT FALLS ON THE CITY
62	 	Mary Stewart	Mary Stewart**THE GABRIEL HOUNDS	0061145394	9780061145391	1967-11-12	9	3	3	THE GABRIEL HOUNDS
63	 	Leon Uris	Leon Uris**TOPAZ	 	 	1967-11-12	9	2	2	TOPAZ
64	B00B06NAAA	William Styron	William Styron**THE CONFESSIONS OF NAT TURNER	0679736638	9780679736639	1967-11-12	6	1	1	THE CONFESSIONS OF NAT TURNER
65	 	Catherine Marshall	Catherine Marshall**CHRISTY	0310241634	9780310241638	1967-11-12	4	5	5	CHRISTY
66	 	Elliott Arnold	Elliott Arnold**A NIGHT OF WATCHING	9997406249	9789997406248	1967-11-12	17	8	7	A NIGHT OF WATCHING
67	 	Robert J. Serling	Robert J. Serling**THE PRESIDENT'S PLANE IS MISSING	0340105267	9780340105269	1967-11-12	1	--	10	THE PRESIDENT'S PLANE IS MISSING
68	B009NLFJ80	Herman Wouk	Herman Wouk**THE CAINE MUTINY	0316955108	9780316955102	1953-05-17	111	 10	11	THE CAINE MUTINY
69	B0060AY8UW	Thomas B. Costain	Thomas B. Costain**THE SILVER CHALICE	0829423508	9780829423501	1953-05-17	44	2	2	THE SILVER CHALICE
70	B00YTFTAA8	Rosamond Lehmann	Rosamond Lehmann**THE ECHOING GROVE	1844080366	9781844080366	1953-05-17	1	--	9	THE ECHOING GROVE
71	 	Daphne du Maurier	Daphne du Maurier**KISS ME AGAIN, STRANGER	0671753282	9780671753283	1953-05-17	10	4	4	KISS ME AGAIN, STRANGER
72	 	Oakley Hall	Oakley Hall**CORPUS OF JOE BAILEY	0877956537	9780877956532	1953-05-17	5	14	15	CORPUS OF JOE BAILEY
73		Francis Van Wyck Mason	Francis Van Wyck Mason**GOLDEN ADMIRAL			1953-05-17	13	3	3	GOLDEN ADMIRAL
74	B0018ND8AC	Leon Uris	Leon Uris**BATTLE CRY	006075186X	9780060751869	1953-05-17	3	6	6	BATTLE CRY
75	 	Ernest K. Gann	Ernest K. Gann**THE HIGH AND THE MIGHTY	0671827634	9780671827632	1953-05-17	4	12	7	THE HIGH AND THE MIGHTY
76	 	J.D. Salinger	J.D. Salinger**NINE STORIES	0316767727	9780316767729	1953-05-17	6	11	16	NINE STORIES
77	 	Annemarie Selinko	Annemarie Selinko**DESIREE	8493388335	9788493388331	1953-05-17	18	1	1	DESIREE
78	 	Nevil Shute	Nevil Shute**IN THE WET	1842322540	9781842322543	1953-05-17	2	13	12	IN THE WET
79	 	Jay Richard Kennedy	Jay Richard Kennedy**PRINCE BART	 	 	1953-05-17	10	9	8	PRINCE BART
80		Paul Hyde Bonner	Paul Hyde Bonner**HOTEL TALLYRAND			1953-05-17	6	7	5	HOTEL TALLYRAND
81	B0073GUME8	Nikos Kazantzakis	Nikos Kazantzakis**ZORBA THE GREEK	0571203132	9780571203130	1953-05-17	3	--	13	ZORBA THE GREEK
82	 	Frances Parkinson Keyes	Frances Parkinson Keyes**STEAMBOAT GOTHIC	9997403479	9789997403476	1953-05-17	27	5	10	STEAMBOAT GOTHIC
83	B001BC5HXG	John Steinbeck	John Steinbeck**EAST OF EDEN	0142000655	9780142000656	1953-05-17	35	8	14	EAST OF EDEN
84	B009NLFJ80	Herman Wouk	Herman Wouk**THE CAINE MUTINY	0316955108	9780316955102	1953-05-10	110	 9	10	THE CAINE MUTINY
85	B0060AY8UW	Thomas B. Costain	Thomas B. Costain**THE SILVER CHALICE	0829423508	9780829423501	1953-05-10	43	2	2	THE SILVER CHALICE
86	 	Storm Jameson	Storm Jameson**THE GREEN MAN	 	 	1953-05-10	8	15	15	THE GREEN MAN
87	 	Daphne du Maurier	Daphne du Maurier**KISS ME AGAIN, STRANGER	0671753282	9780671753283	1953-05-10	9	4	4	KISS ME AGAIN, STRANGER
88	B0018ND8AC	Leon Uris	Leon Uris**BATTLE CRY	006075186X	9780060751869	1953-05-10	2	13	6	BATTLE CRY
89		Francis Van Wyck Mason	Francis Van Wyck Mason**GOLDEN ADMIRAL			1953-05-10	12	3	3	GOLDEN ADMIRAL
90	B001BC5HXG	John Steinbeck	John Steinbeck**EAST OF EDEN	0142000655	9780142000656	1953-05-10	34	7	8	EAST OF EDEN
91	 	Ernest K. Gann	Ernest K. Gann**THE HIGH AND THE MIGHTY	0671827634	9780671827632	1953-05-10	3	14	12	THE HIGH AND THE MIGHTY
92	 	J.D. Salinger	J.D. Salinger**NINE STORIES	0316767727	9780316767729	1953-05-10	5	12	11	NINE STORIES
93	 	Annemarie Selinko	Annemarie Selinko**DESIREE	8493388335	9788493388331	1953-05-10	17	1	1	DESIREE
94	 	Nevil Shute	Nevil Shute**IN THE WET	1842322540	9781842322543	1953-05-10	1	--	13	IN THE WET
95	 	Jay Richard Kennedy	Jay Richard Kennedy**PRINCE BART	 	 	1953-05-10	9	5	9	PRINCE BART
96		Paul Hyde Bonner	Paul Hyde Bonner**HOTEL TALLYRAND			1953-05-10	5	6	7	HOTEL TALLYRAND
97	 	Oakley Hall	Oakley Hall**CORPUS OF JOE BAILEY	0877956537	9780877956532	1953-05-10	4	11	14	CORPUS OF JOE BAILEY
98	 	Ilona Karmel	Ilona Karmel**STEPHANIA	 	 	1953-05-10	3	--	16	STEPHANIA
99	 	Frances Parkinson Keyes	Frances Parkinson Keyes**STEAMBOAT GOTHIC	9997403479	9789997403476	1953-05-10	26	8	5	STEAMBOAT GOTHIC
100	 	Taylor Caldwell	Taylor Caldwell**NEVER VICTORIOUS, NEVER DEFEATED	044631076X	9780446310765	1954-05-02	1	--	11	NEVER VICTORIOUS, NEVER DEFEATED
101	 	Paul Wellman	Paul Wellman**THE FEMALE	 	 	1954-05-02	31	14	15	THE FEMALE
102	 	Kenneth Dodson	Kenneth Dodson**AWAY ALL BOATS	1557501734	9781557501738	1954-05-02	9	4	4	AWAY ALL BOATS
103	B00WGF42A6	John Masters	John Masters**BHOWANI JUNCTION	0285636049	9780285636040	1954-05-02	5	6	5	BHOWANI JUNCTION
104	B00OPJW8S4	Philip Wylie	Philip Wylie**TOMORROW!	9997410602	9789997410603	1954-05-02	15	13	14	TOMORROW!
105	 	Ernest K. Gann	Ernest K. Gann**THE HIGH AND THE MIGHTY	0671827634	9780671827632	1954-05-02	54	8	9	THE HIGH AND THE MIGHTY
106	B0041D8478	Harriette Arnow	Harriette Arnow**THE DOLLMAKER	0060529342	9780060529345	1954-05-02	1	--	13	THE DOLLMAKER
107	 	Frank G. Slaughter	Frank G. Slaughter**THE SONG OF RUTH	 	 	1954-05-02	2	12	12	THE SONG OF RUTH
108	 	Morton Thompson	Morton Thompson**NOT AS A STRANGER	1568491182	9781568491189	1954-05-02	17	1	1	NOT AS A STRANGER
109	B00H6JHM68	James A. Michener	James A. Michener**SAYONARA	0449204146	9780449204146	1954-05-02	14	3	3	SAYONARA
110	 	Lawrence Schoonover	Lawrence Schoonover**THE SPIDER KING	0855948817	9780855948818	1954-05-02	5	10	8	THE SPIDER KING
111	B006N0L5E6	Norah Lofts	Norah Lofts**BLESS THIS HOUSE	0449244717	9780449244715	1954-05-02	6	2	2	BLESS THIS HOUSE
112	B00QP3RP0O	Davis Grubb	Davis Grubb**THE NIGHT OF THE HUNTER	1596542292	9781596542297	1954-05-02	10	5	6	THE NIGHT OF THE HUNTER
113	B00I0BSYCM	Joseph Hayes	Joseph Hayes**THE DESPERATE HOURS	0881841722	9780881841725	1954-05-02	7	9	16	THE DESPERATE HOURS
114	 	Margery Sharp	Margery Sharp**THE GIPSY IN THE PARLOUR	 	 	1954-05-02	2	11	10	THE GIPSY IN THE PARLOUR
115	 	Samuel Shellabarger	Samuel Shellabarger**LORD VANITY	 	 	1954-05-02	28	7	7	LORD VANITY
116	B003XVYLDU	Kurt Vonnegut	Kurt Vonnegut**SLAUGHTERHOUSE FIVE	0385333846	9780385333849	1969-07-20	15	8	9	SLAUGHTERHOUSE FIVE
117	B004KABDPM	Vladimir Nabokov	Vladimir Nabokov**ADA, OR ARDOR: A FAMILY CHRONICLE	0679725229	9780679725220	1969-07-20	11	4	5	ADA, OR ARDOR: A FAMILY CHRONICLE
118	 	Jessamyn West	Jessamyn West**EXCEPT FOR ME AND THEE	0380011719	9780380011711	1969-07-20	16	6	6	EXCEPT FOR ME AND THEE
119	B00866Q388	Eugenia Price	Eugenia Price**NEW MOON RISING	1577361814	9781577361817	1969-07-20	3	10	10	NEW MOON RISING
120	B003WUYR8Q	Philip Roth	Philip Roth**PORTNOY'S COMPLAINT	0099399016	9780099399018	1969-07-20	24	2	2	PORTNOY'S COMPLAINT
121	B0022Q8CSC	Mario Puzo	Mario Puzo**THE GODFATHER	0451205766	9780451205766	1969-07-20	19	3	3	THE GODFATHER
122	B017A24T5M	Jacqueline Susann	Jacqueline Susann**THE LOVE MACHINE	0802135447	9780802135445	1969-07-20	11	1	1	THE LOVE MACHINE
123	B005K161GG	Gladys Rockmore Davis	Gladys Rockmore Davis**THE PRETENDERS	0451075412	9780451075413	1969-07-20	3	7	7	THE PRETENDERS
124	B007UH4EPS	Michael Crichton	Michael Crichton**THE ANDROMEDA STRAIN	0060541814	9780060541811	1969-07-20	6	5	4	THE ANDROMEDA STRAIN
125		Ross MacDonald	Ross MacDonald**THE GOODBYE LOOK			1969-07-20	5	9	8	THE GOODBYE LOOK
126	 	Taylor Caldwell	Taylor Caldwell**NEVER VICTORIOUS, NEVER DEFEATED	044631076X	9780446310765	1954-05-09	2	11	6	NEVER VICTORIOUS, NEVER DEFEATED
127	 	Paul Wellman	Paul Wellman**THE FEMALE	 	 	1954-05-09	32	15	16	THE FEMALE
128	 	Kenneth Dodson	Kenneth Dodson**AWAY ALL BOATS	1557501734	9781557501738	1954-05-09	10	4	4	AWAY ALL BOATS
129	B00WGF42A6	John Masters	John Masters**BHOWANI JUNCTION	0285636049	9780285636040	1954-05-09	6	5	7	BHOWANI JUNCTION
130	B006N0L5E6	Norah Lofts	Norah Lofts**BLESS THIS HOUSE	0449244717	9780449244715	1954-05-09	7	2	2	BLESS THIS HOUSE
131	 	Ernest K. Gann	Ernest K. Gann**THE HIGH AND THE MIGHTY	0671827634	9780671827632	1954-05-09	55	9	11	THE HIGH AND THE MIGHTY
132	B0041D8478	Harriette Arnow	Harriette Arnow**THE DOLLMAKER	0060529342	9780060529345	1954-05-09	2	13	12	THE DOLLMAKER
133	 	Frank G. Slaughter	Frank G. Slaughter**THE SONG OF RUTH	 	 	1954-05-09	3	12	10	THE SONG OF RUTH
134	 	Morton Thompson	Morton Thompson**NOT AS A STRANGER	1568491182	9781568491189	1954-05-09	18	1	1	NOT AS A STRANGER
135	B00H6JHM68	James A. Michener	James A. Michener**SAYONARA	0449204146	9780449204146	1954-05-09	15	3	3	SAYONARA
136	 	Lawrence Schoonover	Lawrence Schoonover**THE SPIDER KING	0855948817	9780855948818	1954-05-09	6	8	8	THE SPIDER KING
137	B00OPJW8S4	Philip Wylie	Philip Wylie**TOMORROW!	9997410602	9789997410603	1954-05-09	16	14	14	TOMORROW!
138	B00QP3RP0O	Davis Grubb	Davis Grubb**THE NIGHT OF THE HUNTER	1596542292	9781596542297	1954-05-09	11	6	5	THE NIGHT OF THE HUNTER
139	B00I0BSYCM	Joseph Hayes	Joseph Hayes**THE DESPERATE HOURS	0881841722	9780881841725	1954-05-09	8	16	15	THE DESPERATE HOURS
140	 	Margery Sharp	Margery Sharp**THE GIPSY IN THE PARLOUR	 	 	1954-05-09	3	10	9	THE GIPSY IN THE PARLOUR
141	 	Samuel Shellabarger	Samuel Shellabarger**LORD VANITY	 	 	1954-05-09	29	7	13	LORD VANITY
142	B00840CXAS	Noah Gordon	Noah Gordon**THE DEATH COMMITTEE	075150792X	9780751507928	1969-07-27	1	--	9	THE DEATH COMMITTEE
143	B004KABDPM	Vladimir Nabokov	Vladimir Nabokov**ADA, OR ARDOR: A FAMILY CHRONICLE	0679725229	9780679725220	1969-07-27	12	5	5	ADA, OR ARDOR: A FAMILY CHRONICLE
144		Ross MacDonald	Ross MacDonald**THE GOODBYE LOOK			1969-07-27	6	8	7	THE GOODBYE LOOK
145	B00866Q388	Eugenia Price	Eugenia Price**NEW MOON RISING	1577361814	9781577361817	1969-07-27	4	10	10	NEW MOON RISING
146	B003WUYR8Q	Philip Roth	Philip Roth**PORTNOY'S COMPLAINT	0099399016	9780099399018	1969-07-27	25	2	3	PORTNOY'S COMPLAINT
147	B0022Q8CSC	Mario Puzo	Mario Puzo**THE GODFATHER	0451205766	9780451205766	1969-07-27	20	3	2	THE GODFATHER
148	B017A24T5M	Jacqueline Susann	Jacqueline Susann**THE LOVE MACHINE	0802135447	9780802135445	1969-07-27	12	1	1	THE LOVE MACHINE
149	B005K161GG	Gladys Rockmore Davis	Gladys Rockmore Davis**THE PRETENDERS	0451075412	9780451075413	1969-07-27	4	7	6	THE PRETENDERS
150	B007UH4EPS	Michael Crichton	Michael Crichton**THE ANDROMEDA STRAIN	0060541814	9780060541811	1969-07-27	7	4	4	THE ANDROMEDA STRAIN
151	 	Jessamyn West	Jessamyn West**EXCEPT FOR ME AND THEE	0380011719	9780380011711	1969-07-27	17	6	8	EXCEPT FOR ME AND THEE
152	 	Noel Coward	Noel Coward**POMP AND CIRCUMSTANCE	0413563707	9780413563705	1961-03-26	19	12	13	POMP AND CIRCUMSTANCE
153	 	F. Van Wyck Mason	F. Van Wyck Mason**MANILA GALLEON	 	 	1961-03-26	3	15	12	MANILA GALLEON
154	 	Graham Greene	Graham Greene**A BURNT-OUT CASE	0099478439	9780099478430	1961-03-26	7	4	3	A BURNT-OUT CASE
155	B00HRHE2FS	Allen Drury	Allen Drury**ADVISE AND CONSENT	0380010070	9780380010073	1961-03-26	87	 3	4	ADVISE AND CONSENT
156	 	Irving Stone	Irving Stone**THE AGONY AND THE ECSTASY	0451171357	9780451171351	1961-03-26	2	10	6	THE AGONY AND THE ECSTASY
157	B00BE24V8U	Helen MacInnes	Helen MacInnes**DECISION AT DELPHI	0854562206	9780854562206	1961-03-26	22	11	11	DECISION AT DELPHI
158		A.A. Milnei	A.A. Milnei**WINNIE ILLE PU			1961-03-26	7	7	9	WINNIE ILLE PU
159	 	John Dos Passos	John Dos Passos**MIDCENTURY	 	 	1961-03-26	4	6	7	MIDCENTURY
160	 	Sloan Wilson	Sloan Wilson**A SENSE OF VALUES	070660427X	9780706604276	1961-03-26	10	--	15	A SENSE OF VALUES
161	 	Frances Parkinson Keyes	Frances Parkinson Keyes**THE CHESS PLAYERS	9997403460	9789997403469	1961-03-26	13	13	16	THE CHESS PLAYERS
162	 	James Michener	James Michener**HAWAII	0375760377	9780375760372	1961-03-26	73	 2	2	HAWAII
163	B00K0OI42W	Harper Lee	Harper Lee**TO KILL A MOCKINGBIRD	0061120081	9780061120084	1961-03-26	36	5	5	TO KILL A MOCKINGBIRD
164	 	Rumer Godden	Rumer Godden**CHINA COURT	0688117228	9780688117221	1961-03-26	3	8	8	CHINA COURT
165	 	John O'Hara	John O'Hara**SERMONS AND SODA WATER	0881842710	9780881842715	1961-03-26	17	9	10	SERMONS AND SODA WATER
166	B013JQM7E8	Andre Schwarz-Bart	Andre Schwarz-Bart**THE LAST OF THE JUST	1585670162	9781585670161	1961-03-26	21	1	1	THE LAST OF THE JUST
167	 	Margery Sharp	Margery Sharp**SOMETHING LIGHT	 	 	1961-03-26	1	--	14	SOMETHING LIGHT
168	B000FC1GPG	Patrick Dennis	Patrick Dennis**AUNTIE MAME	0767908198	9780767908191	1955-10-23	34	2	2	AUNTIE MAME
169	 	Thomas Mann	Thomas Mann**CONFESSIONS OF FELIX KRULL	0679739041	9780679739043	1955-10-23	5	8	10	CONFESSIONS OF FELIX KRULL
170	 	Robert Penn Warren	Robert Penn Warren**BAND OF ANGELS	0807119466	9780807119464	1955-10-23	10	7	8	BAND OF ANGELS
171	 	Frank Yerby	Frank Yerby**THE TREASURE OF PLEASANT VALLEY	0450006476	9780450006470	1955-10-23	1	--	16	THE TREASURE OF PLEASANT VALLEY
172	 	Francoise Sagan	Francoise Sagan**BONJOUR TRISTESSE	2266127748	9782266127745	1955-10-23	34	6	6	BONJOUR TRISTESSE
173	B009NL76FE	Herman Wouk	Herman Wouk**MARJORIE MORNINGSTAR	0316955132	9780316955133	1955-10-23	8	1	1	MARJORIE MORNINGSTAR
174	B00OQSF5XE	MacKinlay Kantor	MacKinlay Kantor**ANDERSONVILLE	0452269563	9780452269569	1955-10-23	1	--	14	ANDERSONVILLE
175	 	Nigel Dennis	Nigel Dennis**CARDS OF IDENTITY	1564783197	9781564783196	1955-10-23	1	--	11	CARDS OF IDENTITY
176	B00ERTF0PU	Norman Mailer	Norman Mailer**THE DEER PARK	0349109974	9780349109978	1955-10-23	2	10	7	THE DEER PARK
177	 	Howard Spring	Howard Spring**THESE LOVERS FLED AWAY	0002218178	9780002218177	1955-10-23	2	13	9	THESE LOVERS FLED AWAY
178	 	Robert Ruark	Robert Ruark**SOMETHING OF VALUE	0241906121	9780241906125	1955-10-23	27	5	5	SOMETHING OF VALUE
179	B004JN0FCM	Sloan Wilson	Sloan Wilson**THE MAN IN THE GRAY FLANNEL SUIT	1568582463	9781568582467	1955-10-23	15	3	4	THE MAN IN THE GRAY FLANNEL SUIT
180	 	Thomas B. Costain	Thomas B. Costain**THE TONTINE	9997408039	9789997408037	1955-10-23	5	4	3	THE TONTINE
181	 	Samuel Hopkins Adams	Samuel Hopkins Adams**GRANDFATHER STORIES	0815602324	9780815602323	1955-10-23	13	14	12	GRANDFATHER STORIES
182	 	Harnett T. Kane	Harnett T. Kane**THE SMILING REBEL	 	 	1955-10-23	1	--	13	THE SMILING REBEL
183	 	Lionel Shapiro	Lionel Shapiro**THE SIXTH OF JUNE	1125768258	 	1955-10-23	11	9	15	THE SIXTH OF JUNE
184		Angela Mackail Thirkell	Angela Mackail Thirkell**HAPPY RETURN			1952-09-28	1	--	13	HAPPY RETURN
185	B0060AY8UW	Thomas B. Costain	Thomas B. Costain**THE SILVER CHALICE	0829423508	9780829423501	1952-09-28	11	1	1	THE SILVER CHALICE
186	B00D185Z1C	Edna Ferber	Edna Ferber**GIANT	0060956704	9780060956707	1952-09-28	1	--	12	GIANT
187		Giovanni Guareschi	Giovanni Guareschi**DON CAMILLO AND HIS FLOCK			1952-09-28	7	7	9	DON CAMILLO AND HIS FLOCK
188	 	Pamela Hansford Johnson	Pamela Hansford Johnson**CATHERINE CARTER	0333084640	9780333084649	1952-09-28	10	11	16	CATHERINE CARTER
189	B000FC0SH8	Ernest Hemingway	Ernest Hemingway**THE OLD MAN AND THE SEA	0684830493	9780684830490	1952-09-28	5	3	4	THE OLD MAN AND THE SEA
190	B009NLFJ80	Herman Wouk	Herman Wouk**THE CAINE MUTINY	0316955108	9780316955102	1952-09-28	78	 2	2	THE CAINE MUTINY
191	B001BC5HXG	John Steinbeck	John Steinbeck**EAST OF EDEN	0142000655	9780142000656	1952-09-28	2	6	3	EAST OF EDEN
